nama_tempat_wisata,kategori,preferensi,kecamatan,kabupaten_kota,rating,jumlah_rating,link,latitude,longitude
Gunung Salak Waterpark,Alam,Wisata Alam,Ciampea,Kabupaten Bogor,4.6,164,https://www.google.com/maps/place/Gunung+Salak+Waterpark/data=!4m7!3m6!1s0x2e69db1e402d1ab9:0xd6457455a7577275!8m2!3d-6.6084144!4d106.681952!16s%2Fg%2F11sh5813cx!19sChIJuRotQB7baS4RdXJXp1V0RdY?authuser=0&hl=id&rclk=1,-6.6084144,106.681952
H,Umum,Lainnya,Ciampea,Kabupaten Bogor,5,3,https://www.google.com/maps/place/H/data=!4m7!3m6!1s0x2e69dd69e5b7174b:0xb5ae1584c8b56061!8m2!3d-6.5491836!4d106.6935576!16s%2Fg%2F11n2t3sf4s!19sChIJSxe35WndaS4RYWC1yIQVrrU?authuser=0&hl=id&rclk=1,-6.5491836,106.6935576
CANTIKALOKA CIAWI,Umum,Lainnya,Ciawi,Kabupaten Bogor,4.4,61,https://www.google.com/maps/place/CANTIKALOKA+CIAWI/data=!4m7!3m6!1s0x2e69c90457527115:0x8f2b95f90a505ed3!8m2!3d-6.7027265!4d106.8618454!16s%2Fg%2F11qnjbxhd2!19sChIJFXFSVwTJaS4R015QCvmVK48?authuser=0&hl=id&rclk=1,-6.7027265,106.8618454
"CIGWA Green World Adventure - Pintu Hotel, Resto & Coffee Shop",Umum,Lainnya,Ciawi,Kabupaten Bogor,4.6,1250,"https://www.google.com/maps/place/CIGWA+Green+World+Adventure+-+Pintu+Hotel,+Resto+%26+Coffee+Shop/data=!4m7!3m6!1s0x2e69c9e0b72c9513:0x7bf891958616ce3b!8m2!3d-6.6869942!4d106.9068798!16s%2Fg%2F11f03m5qhj!19sChIJE5Ust-DJaS4RO84WhpWR-Hs?authuser=0&hl=id&rclk=1",-6.6869942,106.9068798
PEMANDIAN BELERANG CIASIN,Umum,Lainnya,Ciawi,Kabupaten Bogor,4.7,42,https://www.google.com/maps/place/PEMANDIAN+BELERANG+CIASIN/data=!4m7!3m6!1s0x2e69c9eafbe067a7:0x899b21588c0f5280!8m2!3d-6.6606537!4d106.8564944!16s%2Fg%2F11q8rqxbq1!19sChIJp2fg--rJaS4RgFIPjFghm4k?authuser=0&hl=id&rclk=1,-6.6606537,106.8564944
Land.euh glamping (camping & trekking),Alam,Wisata Alam,Ciawi,Kabupaten Bogor,4.9,70,https://www.google.com/maps/place/Land.euh+glamping+%28camping+%26+trekking%29/data=!4m7!3m6!1s0x2e69cb014b5b8905:0xfdb1d2d367ae3405!8m2!3d-6.7117399!4d106.8977642!16s%2Fg%2F11kpvwpyxb!19sChIJBYlbSwHLaS4RBTSuZ9PSsf0?authuser=0&hl=id&rclk=1,-6.7117399,106.8977642
Marinas,Umum,Lainnya,Ciawi,Kabupaten Bogor,4.4,10,https://www.google.com/maps/place/Marinas/data=!4m7!3m6!1s0x2e69c97ad47de3ff:0xe3c4175f796ae8c7!8m2!3d-6.6783927!4d106.854008!16s%2Fg%2F11j0h6_gks!19sChIJ_-N91HrJaS4Rx-hqeV8XxOM?authuser=0&hl=id&rclk=1,-6.6783927,106.854008
Chevilly Resort dan Camp,Rekreasi,Wisata Rekreasi,Ciawi,Kabupaten Bogor,4.6,17309,https://www.google.com/maps/place/Chevilly+Resort+dan+Camp/data=!4m7!3m6!1s0x2e69c9c2b013046f:0x93f7f9df109bea90!8m2!3d-6.6871285!4d106.8725625!16s%2Fg%2F11fkty_55m!19sChIJbwQTsMLJaS4RkOqbEN_595M?authuser=0&hl=id&rclk=1,-6.6871285,106.8725625
JS Sondorma Village,Rekreasi,Wisata Rekreasi,Ciawi,Kabupaten Bogor,4.7,38,https://www.google.com/maps/place/JS+Sondorma+Village/data=!4m7!3m6!1s0x2e69cb75fdeb343b:0x8ad4c95e5760ef3b!8m2!3d-6.7168236!4d106.8786588!16s%2Fg%2F11j242vnlj!19sChIJOzTr_XXLaS4RO-9gV17J1Io?authuser=0&hl=id&rclk=1,-6.7168236,106.8786588
Taman Layla - CHC,Alam,Wisata Alam,Ciawi,Kabupaten Bogor,4.5,80,https://www.google.com/maps/place/Taman+Layla+-+CHC/data=!4m7!3m6!1s0x2e69c911ed3bfb59:0xbe5b87df254dee18!8m2!3d-6.7010699!4d106.8882149!16s%2Fg%2F11g08bb9x8!19sChIJWfs77RHJaS4RGO5NJd-HW74?authuser=0&hl=id&rclk=1,-6.7010699,106.8882149
TABULAMPOT BOGOR,Umum,Lainnya,Ciawi,Kabupaten Bogor,4.9,14,https://www.google.com/maps/place/TABULAMPOT+BOGOR/data=!4m7!3m6!1s0x2e69c9000dc91257:0x878555633c2a885c!8m2!3d-6.6871432!4d106.87649!16s%2Fg%2F11ygxj0sfj!19sChIJVxLJDQDJaS4RXIgqPGNVhYc?authuser=0&hl=id&rclk=1,-6.6871432,106.87649
Air Terjun Ketupat,Alam,Wisata Alam,Ciawi,Kabupaten Bogor,4.7,26,https://www.google.com/maps/place/Air+Terjun+Ketupat/data=!4m7!3m6!1s0x2e69b5c438b646f9:0x773c76d417e3b1ad!8m2!3d-6.7501158!4d106.9349081!16s%2Fg%2F11sj96s8p0!19sChIJ-Ua2OMS1aS4RrbHjF9R2PHc?authuser=0&hl=id&rclk=1,-6.7501158,106.9349081
Curug Beret,Alam,Wisata Alam,Ciawi,Kabupaten Bogor,4.4,23,https://www.google.com/maps/place/Curug+Beret/data=!4m7!3m6!1s0x2e69b5bcd5c11967:0x3a1fc493fc4d7845!8m2!3d-6.7310097!4d106.9373057!16s%2Fg%2F11dxjyvn19!19sChIJZxnB1by1aS4RRXhN_JPEHzo?authuser=0&hl=id&rclk=1,-6.7310097,106.9373057
Kolam Renang Razza ( Villa Razza ),Rekreasi,Wisata Rekreasi,Ciawi,Kabupaten Bogor,4.8,16,https://www.google.com/maps/place/Kolam+Renang+Razza+%28+Villa+Razza+%29/data=!4m7!3m6!1s0x2e69c9cbb6ec9f65:0x118ca0d0cb23f91c!8m2!3d-6.6947939!4d106.8787547!16s%2Fg%2F11s33glvjg!19sChIJZZ_stsvJaS4RHPkjy9CgjBE?authuser=0&hl=id&rclk=1,-6.6947939,106.8787547
Camp Hulu Cai Gerbang Babakan,Alam,Wisata Alam,Ciawi,Kabupaten Bogor,4.6,688,https://www.google.com/maps/place/Camp+Hulu+Cai+Gerbang+Babakan/data=!4m7!3m6!1s0x2e69c9740ba7631d:0x1d14cc4c58579503!8m2!3d-6.6998977!4d106.8866435!16s%2Fg%2F11tg4j9hzd!19sChIJHWOnC3TJaS4RA5VXWEzMFB0?authuser=0&hl=id&rclk=1,-6.6998977,106.8866435
Kuntum Farmfield,Rekreasi,Wisata Rekreasi,Ciawi,Kabupaten Bogor,4.5,5265,https://www.google.com/maps/place/Kuntum+Farmfield/data=!4m7!3m6!1s0x2e69c8afbcd991af:0xaa9e0764f8512c63!8m2!3d-6.6416247!4d106.839718!16s%2Fg%2F1hc1l8fdc!19sChIJr5HZvK_IaS4RYyxR-GQHnqo?authuser=0&hl=id&rclk=1,-6.6416247,106.839718
Curugmesin,Alam,Wisata Alam,Ciawi,Kabupaten Bogor,4.4,5,https://www.google.com/maps/place/Curugmesin/data=!4m7!3m6!1s0x2e69c922803a8f8f:0xfb88e940d481ed64!8m2!3d-6.6882397!4d106.8415586!16s%2Fg%2F11qbq7h13m!19sChIJj486gCLJaS4RZO2B1EDpiPs?authuser=0&hl=id&rclk=1,-6.6882397,106.8415586
CIGWA WISATA - Pintu Masuk Wisata,Umum,Lainnya,Ciawi,Kabupaten Bogor,4.7,558,https://www.google.com/maps/place/CIGWA+WISATA+-+Pintu+Masuk+Wisata/data=!4m7!3m6!1s0x2e69c98c78600a77:0xb523421e411a0b1!8m2!3d-6.6872188!4d106.9087636!16s%2Fg%2F11kk6bkb1q!19sChIJdwpgeIzJaS4RsaAR5CE0Ugs?authuser=0&hl=id&rclk=1,-6.6872188,106.9087636
Cigaok River Tubing,Alam,Wisata Alam,Ciawi,Kabupaten Bogor,4.3,28,https://www.google.com/maps/place/Cigaok+River+Tubing/data=!4m7!3m6!1s0x2e69c927dfb9347b:0x1f1b61e261af12eb!8m2!3d-6.6877264!4d106.8619831!16s%2Fg%2F11jn4917pr!19sChIJezS53yfJaS4R6xKvYeJhGx8?authuser=0&hl=id&rclk=1,-6.6877264,106.8619831
Kampung Perca Sindangsari,Budaya,Wisata Budaya & Edukasi,Ciawi,Kabupaten Bogor,4.7,98,https://www.google.com/maps/place/Kampung+Perca+Sindangsari/data=!4m7!3m6!1s0x2e69c94d3ea29d31:0xac59c511b4fc118b!8m2!3d-6.6528315!4d106.8458125!16s%2Fg%2F11s176s98b!19sChIJMZ2iPk3JaS4RixH8tBHFWaw?authuser=0&hl=id&rclk=1,-6.6528315,106.8458125
Kolam Mata Air,Umum,Lainnya,Ciawi,Kabupaten Bogor,4.4,14,https://www.google.com/maps/place/Kolam+Mata+Air/data=!4m7!3m6!1s0x2e69cb9db07553e7:0x90b239be21881f59!8m2!3d-6.731731!4d106.911151!16s%2Fg%2F11gxs1x90p!19sChIJ51N1sJ3LaS4RWR-IIb45spA?authuser=0&hl=id&rclk=1,-6.731731,106.911151
Eagle Hill Adventure Forest,Alam,Wisata Alam,Ciawi,Kabupaten Bogor,4.6,83,https://www.google.com/maps/place/Eagle+Hill+Adventure+Forest/data=!4m7!3m6!1s0x2e69c85f11a8909b:0xc74dccd2456b9544!8m2!3d-6.6498218!4d106.8670248!16s%2Fg%2F11c4m34y6t!19sChIJm5CoEV_IaS4RRJVrRdLMTcc?authuser=0&hl=id&rclk=1,-6.6498218,106.8670248
Guppy NJ 1,Umum,Lainnya,Ciawi,Kabupaten Bogor,5,2,https://www.google.com/maps/place/Guppy+NJ+1/data=!4m7!3m6!1s0x2e69c9bf7baa0b81:0x297f1c1091571ed0!8m2!3d-6.6815049!4d106.8451366!16s%2Fg%2F11qykn7xw_!19sChIJgQuqe7_JaS4R0B5XkRAcfyk?authuser=0&hl=id&rclk=1,-6.6815049,106.8451366
Chevily Resort,Rekreasi,Wisata Rekreasi,Ciawi,Kabupaten Bogor,4.4,157,https://www.google.com/maps/place/Chevily+Resort/data=!4m7!3m6!1s0x2e69c9e9165feda3:0x8ac3667cd3db7368!8m2!3d-6.6876718!4d106.8709261!16s%2Fg%2F11q3mbp6zf!19sChIJo-1fFunJaS4RaHPb03xmw4o?authuser=0&hl=id&rclk=1,-6.6876718,106.8709261
Curug Ciawitali,Alam,Wisata Alam,Ciawi,Kabupaten Bogor,4.3,99,https://www.google.com/maps/place/Curug+Ciawitali/data=!4m7!3m6!1s0x2e69cb19260da74f:0x7db2f9887dc2c726!8m2!3d-6.767482!4d106.8583207!16s%2Fg%2F11cn5mqwyd!19sChIJT6cNJhnLaS4RJsfCfYj5sn0?authuser=0&hl=id&rclk=1,-6.767482,106.8583207
Tirtania WaterPark,Rekreasi,Wisata Rekreasi,Ciawi,Kabupaten Bogor,4.3,2403,https://www.google.com/maps/place/Tirtania+WaterPark/data=!4m7!3m6!1s0x2e69cf45761aef95:0x3c3cbce87427ea24!8m2!3d-6.6408809!4d106.8054381!16s%2Fg%2F1pzrwf61m!19sChIJle8adkXPaS4RJOondOi8PDw?authuser=0&hl=id&rclk=1,-6.6408809,106.8054381
Sumber Karya Indah - SKI Bogor,Umum,Lainnya,Ciawi,Kabupaten Bogor,4.3,4529,https://www.google.com/maps/place/Sumber+Karya+Indah+-+SKI+Bogor/data=!4m7!3m6!1s0x2e69c8a7cbce7c0b:0x76b9cd3f29564509!8m2!3d-6.6217646!4d106.8214054!16s%2Fg%2F1pzqkpmdz!19sChIJC3zOy6fIaS4RCUVWKT_NuXY?authuser=0&hl=id&rclk=1,-6.6217646,106.8214054
Taman Kecubung,Alam,Wisata Alam,Ciawi,Kabupaten Bogor,4.5,190,https://www.google.com/maps/place/Taman+Kecubung/data=!4m7!3m6!1s0x2e69b6a17904edcd:0xae548b9b3f035db4!8m2!3d-6.6975957!4d106.9840313!16s%2Fg%2F11cjj089b6!19sChIJze0EeaG2aS4RtF0DP5uLVK4?authuser=0&hl=id&rclk=1,-6.6975957,106.9840313
Hutan pinus LBC,Alam,Wisata Alam,Ciawi,Kabupaten Bogor,5,1,https://www.google.com/maps/place/Hutan+pinus+LBC/data=!4m7!3m6!1s0x2e69cb9208c0203b:0xedb383418fd12f74!8m2!3d-6.7177162!4d106.8849751!16s%2Fg%2F11nx14ywl2!19sChIJOyDACJLLaS4RdC_Rj0GDs-0?authuser=0&hl=id&rclk=1,-6.7177162,106.8849751
De Windmills,Umum,Lainnya,Ciawi,Kabupaten Bogor,4.7,1656,https://www.google.com/maps/place/De+Windmills/data=!4m7!3m6!1s0x2e69c92f1ec1ffb1:0x2d5881f7a19a4a8c!8m2!3d-6.654175!4d106.9015067!16s%2Fg%2F11sz3kk0bm!19sChIJsf_BHi_JaS4RjEqaofeBWC0?authuser=0&hl=id&rclk=1,-6.654175,106.9015067
Rafting Outbound bogor Gadog puncak Cisarua Megamendung caringin,Rekreasi,Wisata Rekreasi,Ciawi,Kabupaten Bogor,5,3,https://www.google.com/maps/place/Rafting+Outbound+bogor+Gadog+puncak+Cisarua+Megamendung+caringin/data=!4m7!3m6!1s0x2e69c9a4501c4c03:0xef5fa8474ee0e5d3!8m2!3d-6.656653!4d106.8588708!16s%2Fg%2F11szx2rpyy!19sChIJA0wcUKTJaS4R0-XgTkeoX-8?authuser=0&hl=id&rclk=1,-6.656653,106.8588708
Curug Cilember,Alam,Wisata Alam,Ciawi,Kabupaten Bogor,4.5,9171,https://www.google.com/maps/place/Curug+Cilember/data=!4m7!3m6!1s0x2e69c827b09934ad:0xf8c4b77be871be9a!8m2!3d-6.6611293!4d106.9465023!16s%2Fg%2F11fx91dvr9!19sChIJrTSZsCfIaS4Rmr5x6Hu3xPg?authuser=0&hl=id&rclk=1,-6.6611293,106.9465023
LAMPU MERAH SIMPANG GADOG,Umum,Lainnya,Ciawi,Kabupaten Bogor,4,13,https://www.google.com/maps/place/LAMPU+MERAH+SIMPANG+GADOG/data=!4m7!3m6!1s0x2e69c9002e179d57:0x5ad3db8b11127193!8m2!3d-6.6556698!4d106.8590781!16s%2Fg%2F11wp00v3gc!19sChIJV50XLgDJaS4Rk3ESEYvb01o?authuser=0&hl=id&rclk=1,-6.6556698,106.8590781
NICOLE'S RIVER PARK,Alam,Wisata Alam,Ciawi,Kabupaten Bogor,4.5,4540,https://www.google.com/maps/place/NICOLE%27S+RIVER+PARK/data=!4m7!3m6!1s0x2e69c94ce798c59f:0xcc5f68b129fb50f1!8m2!3d-6.6500814!4d106.8968945!16s%2Fg%2F11s1ttfp6t!19sChIJn8WY50zJaS4R8VD7KbFoX8w?authuser=0&hl=id&rclk=1,-6.6500814,106.8968945
BUKIT SELLA BOGOR,Alam,Wisata Alam,Ciawi,Kabupaten Bogor,4.7,62,https://www.google.com/maps/place/BUKIT+SELLA+BOGOR/data=!4m7!3m6!1s0x2e69c9c03c7df66b:0x5ed67a7216bf549d!8m2!3d-6.6298084!4d106.8447293!16s%2Fg%2F11gyxwljb1!19sChIJa_Z9PMDJaS4RnVS_FnJ61l4?authuser=0&hl=id&rclk=1,-6.6298084,106.8447293
Kampoeng Air Katulampa,Budaya,Wisata Budaya & Edukasi,Ciawi,Kabupaten Bogor,4.4,868,https://www.google.com/maps/place/Kampoeng+Air+Katulampa/data=!4m7!3m6!1s0x2e69c5d6ffffe90d:0x2b7cb917ddeaede4!8m2!3d-6.63321!4d106.8349609!16s%2Fg%2F1ptwflq7h!19sChIJDen__9bFaS4R5O3q3Re5fCs?authuser=0&hl=id&rclk=1,-6.63321,106.8349609
Puncak fantasy land,Alam,Wisata Alam,Ciawi,Kabupaten Bogor,4.2,102,https://www.google.com/maps/place/Puncak+fantasy+land/data=!4m7!3m6!1s0x2e69b7fcb06d6c47:0xa22dadeb5c817bc9!8m2!3d-6.6590513!4d106.9138481!16s%2Fg%2F11kc5jdmtd!19sChIJR2xtsPy3aS4RyXuBXOutLaI?authuser=0&hl=id&rclk=1,-6.6590513,106.9138481
Istana Panda Indonesia Taman Safari Bogor,Rekreasi,Wisata Rekreasi,Ciawi,Kabupaten Bogor,4.7,9491,https://www.google.com/maps/place/Istana+Panda+Indonesia+Taman+Safari+Bogor/data=!4m7!3m6!1s0x2e69b5b596f420ad:0x1713b169e01a3558!8m2!3d-6.7268!4d106.955529!16s%2Fg%2F11f3jwp7mb!19sChIJrSD0lrW1aS4RWDUa4GmxExc?authuser=0&hl=id&rclk=1,-6.7268,106.955529
LBC River View,Alam,Wisata Alam,Ciawi,Kabupaten Bogor,4.6,155,https://www.google.com/maps/place/LBC+River+View/data=!4m7!3m6!1s0x2e69ca3d79ff88ef:0xd6153f8a773c3173!8m2!3d-6.7200347!4d106.8879145!16s%2Fg%2F11c7sqr7qs!19sChIJ74j_eT3KaS4RczE8d4o_FdY?authuser=0&hl=id&rclk=1,-6.7200347,106.8879145
Gunung Mas Bogor,Alam,Wisata Alam,Ciawi,Kabupaten Bogor,4.6,4178,https://www.google.com/maps/place/Gunung+Mas+Bogor/data=!4m7!3m6!1s0x2e69b7c626ae8665:0x793bccf8d2562bc3!8m2!3d-6.7029008!4d106.9716174!16s%2Fg%2F11hf198zr1!19sChIJZYauJsa3aS4RwytW0vjMO3k?authuser=0&hl=id&rclk=1,-6.7029008,106.9716174
Tempat Lamun,Umum,Lainnya,Ciawi,Kabupaten Bogor,,,https://www.google.com/maps/place/Tempat+Lamun/data=!4m7!3m6!1s0x2e69c96bbfb7a847:0xb0d2f97c70b225ab!8m2!3d-6.6791206!4d106.8633709!16s%2Fg%2F11rfbz50c_!19sChIJR6i3v2vJaS4RqyWycHz50rA?authuser=0&hl=id&rclk=1,-6.6791206,106.8633709
PeduPark (PesonaEdu Park),Alam,Wisata Alam,Ciawi,Kabupaten Bogor,4.9,34,https://www.google.com/maps/place/PeduPark+%28PesonaEdu+Park%29/data=!4m7!3m6!1s0x2e69c90d40767e95:0x5c803cb67a870061!8m2!3d-6.6449858!4d106.8712911!16s%2Fg%2F11ltl040xl!19sChIJlX52QA3JaS4RYQCHerY8gFw?authuser=0&hl=id&rclk=1,-6.6449858,106.8712911
Amiril hill Camp & Adventure,Alam,Wisata Alam,Ciawi,Kabupaten Bogor,4.6,112,https://www.google.com/maps/place/Amiril+hill+Camp+%26+Adventure/data=!4m7!3m6!1s0x2e69c9909537e8cd:0xa469569aa2be6314!8m2!3d-6.693748!4d106.878275!16s%2Fg%2F11c5_0c4lz!19sChIJzeg3lZDJaS4RFGO-oppWaaQ?authuser=0&hl=id&rclk=1,-6.693748,106.878275
Gadog 168,Umum,Lainnya,Ciawi,Kabupaten Bogor,4.5,129,https://www.google.com/maps/place/Gadog+168/data=!4m7!3m6!1s0x2e69c8ed400679c3:0xf0e32c468c056cf7!8m2!3d-6.6489919!4d106.8513189!16s%2Fg%2F11cn2yzjb3!19sChIJw3kGQO3IaS4R92wFjEYs4_A?authuser=0&hl=id&rclk=1,-6.6489919,106.8513189
Safari Water Park,Rekreasi,Wisata Rekreasi,Ciawi,Kabupaten Bogor,4.6,127,https://www.google.com/maps/place/Safari+Water+Park/data=!4m7!3m6!1s0x2e69b5cf26811113:0xcd528edfcf02f0c8!8m2!3d-6.7198579!4d106.9501709!16s%2Fg%2F11g5_4hqdb!19sChIJExGBJs-1aS4RyPACz9-OUs0?authuser=0&hl=id&rclk=1,-6.7198579,106.9501709
Curug Bitung Tangkil,Alam,Wisata Alam,Ciawi,Kabupaten Bogor,5,9,https://www.google.com/maps/place/Curug+Bitung+Tangkil/data=!4m7!3m6!1s0x2e69c90039c512bd:0xb6bdd6cc5dc1d709!8m2!3d-6.6851782!4d106.8367178!16s%2Fg%2F11yhnd43p7!19sChIJvRLFOQDJaS4RCdfBXczWvbY?authuser=0&hl=id&rclk=1,-6.6851782,106.8367178
hutan pinus pasir koja,Alam,Wisata Alam,Ciawi,Kabupaten Bogor,4.6,7,https://www.google.com/maps/place/hutan+pinus+pasir+koja/data=!4m7!3m6!1s0x2e69c93ee054381f:0xebc5ddbd88e4042c!8m2!3d-6.7061842!4d106.8837645!16s%2Fg%2F11t_kq4_qb!19sChIJHzhU4D7JaS4RLATkiL3dxes?authuser=0&hl=id&rclk=1,-6.7061842,106.8837645
KM 0 Ciaul,Umum,Lainnya,Ciawi,Kabupaten Bogor,,,https://www.google.com/maps/place/KM+0+Ciaul/data=!4m7!3m6!1s0x2e69c9ac9f8e023d:0x35817a6c289b7bc6!8m2!3d-6.7046796!4d106.8961288!16s%2Fg%2F11vf57ptc2!19sChIJPQKOn6zJaS4RxnubKGx6gTU?authuser=0&hl=id&rclk=1,-6.7046796,106.8961288
Flower garden Vimala hills,Alam,Wisata Alam,Ciawi,Kabupaten Bogor,4.8,464,https://www.google.com/maps/place/Flower+garden+Vimala+hills/data=!4m7!3m6!1s0x2e69c98f29628b93:0x6a3c87850d399090!8m2!3d-6.657597!4d106.8608896!16s%2Fg%2F11fnbbwysb!19sChIJk4tiKY_JaS4RkJA5DYWHPGo?authuser=0&hl=id&rclk=1,-6.657597,106.8608896
Kebun Teh Cisarua Bogor,Alam,Wisata Alam,Ciawi,Kabupaten Bogor,4.6,1228,https://www.google.com/maps/place/Kebun+Teh+Cisarua+Bogor/data=!4m7!3m6!1s0x2e69b680ce61faad:0x1c4e0fa30e1b6962!8m2!3d-6.7001238!4d106.9615043!16s%2Fg%2F11dymcpp44!19sChIJrfphzoC2aS4RYmkbDqMPThw?authuser=0&hl=id&rclk=1,-6.7001238,106.9615043
Deer Park,Alam,Wisata Alam,Ciawi,Kabupaten Bogor,4.5,131,https://www.google.com/maps/place/Deer+Park/data=!4m7!3m6!1s0x2e69c9f955d21951:0xc20e3b551a6b31a8!8m2!3d-6.661711!4d106.8643107!16s%2Fg%2F11q2wyph_l!19sChIJURnSVfnJaS4RqDFrGlU7DsI?authuser=0&hl=id&rclk=1,-6.661711,106.8643107
Tempat Family Gathering Dairyland Puncak,Alam,Wisata Alam,Ciawi,Kabupaten Bogor,4.9,12,https://www.google.com/maps/place/Tempat+Family+Gathering+Dairyland+Puncak/data=!4m7!3m6!1s0x2e69c900b56bff7f:0x58cff1e0a9ec6854!8m2!3d-6.6528845!4d106.9026056!16s%2Fg%2F11y5wmzbvw!19sChIJf_9rtQDJaS4RVGjsqeDxz1g?authuser=0&hl=id&rclk=1,-6.6528845,106.9026056
Dairyland Farm Theme Park Puncak,Rekreasi,Wisata Rekreasi,Ciawi,Kabupaten Bogor,4.6,18635,https://www.google.com/maps/place/Dairyland+Farm+Theme+Park+Puncak/data=!4m7!3m6!1s0x2e69c910bbe9248f:0x2f26b32e696c47e3!8m2!3d-6.6500882!4d106.9027234!16s%2Fg%2F11n859wt9_!19sChIJjyTpuxDJaS4R40dsaS6zJi8?authuser=0&hl=id&rclk=1,-6.6500882,106.9027234
Badak Air Camping Ground,Rekreasi,Wisata Rekreasi,Ciawi,Kabupaten Bogor,4.6,149,https://www.google.com/maps/place/Badak+Air+Camping+Ground/data=!4m7!3m6!1s0x2e69ca24d647a429:0xa411c6a6d9b83cba!8m2!3d-6.7181562!4d106.8799305!16s%2Fg%2F119tsxwlp!19sChIJKaRH1iTKaS4Rujy42abGEaQ?authuser=0&hl=id&rclk=1,-6.7181562,106.8799305
Parkiran Kulah 2,Umum,Lainnya,Ciawi,Kabupaten Bogor,3.8,4,https://www.google.com/maps/place/Parkiran+Kulah+2/data=!4m7!3m6!1s0x2e69c9005be90e35:0x4900aee5ef8e90d!8m2!3d-6.7064276!4d106.8963262!16s%2Fg%2F11w2mwqxvh!19sChIJNQ7pWwDJaS4RDen4Xu4KkAQ?authuser=0&hl=id&rclk=1,-6.7064276,106.8963262
Perkebunan Teh Puncak,Alam,Wisata Alam,Ciawi,Kabupaten Bogor,4.5,198,https://www.google.com/maps/place/Perkebunan+Teh+Puncak/data=!4m7!3m6!1s0x2e69b6a7cc4208fd:0xce1047d0ed2db577!8m2!3d-6.7015573!4d106.9939486!16s%2Fg%2F11cjhr_gp5!19sChIJ_QhCzKe2aS4Rd7Ut7dBHEM4?authuser=0&hl=id&rclk=1,-6.7015573,106.9939486
Putra Matahari Wisata Puncak,Alam,Wisata Alam,Ciawi,Kabupaten Bogor,4.1,11379,https://www.google.com/maps/place/Putra+Matahari+Wisata+Puncak/data=!4m7!3m6!1s0x2e69b64b07d6acd3:0x59e3f3696bd859a8!8m2!3d-6.6610164!4d106.9170793!16s%2Fg%2F11c58lcr07!19sChIJ06zWB0u2aS4RqFnYa2nz41k?authuser=0&hl=id&rclk=1,-6.6610164,106.9170793
Taman Wisata Hutan Jati Ciangsana,Alam,Wisata Alam,Ciawi,Kabupaten Bogor,4.2,287,https://www.google.com/maps/place/Taman+Wisata+Hutan+Jati+Ciangsana/data=!4m7!3m6!1s0x2e69937027d6cb59:0x8beeadc381a7cdc2!8m2!3d-6.3695138!4d106.9439633!16s%2Fg%2F11p74f1jf7!19sChIJWcvWJ3CTaS4Rws2ngcOt7os?authuser=0&hl=id&rclk=1,-6.3695138,106.9439633
Pasar Ciawi (BOGOR),Umum,Lainnya,Ciawi,Kabupaten Bogor,4.4,2979,https://www.google.com/maps/place/Pasar+Ciawi+%28BOGOR%29/data=!4m7!3m6!1s0x2e69c60055849729:0x8ca9ba20f220f5df!8m2!3d-6.6564377!4d106.8471728!16s%2Fg%2F11g9n2860r!19sChIJKZeEVQDGaS4R3_Ug8iC6qYw?authuser=0&hl=id&rclk=1,-6.6564377,106.8471728
Taman Bunga Nusantara,Alam,Wisata Alam,Ciawi,Kabupaten Bogor,4.6,29414,https://www.google.com/maps/place/Taman+Bunga+Nusantara/data=!4m7!3m6!1s0x2e69b3e586b6266d:0x1c9b14260d4319ab!8m2!3d-6.727693!4d107.0794044!16s%2Fg%2F122k5v3v!19sChIJbSa2huWzaS4RqxlDDSYUmxw?authuser=0&hl=id&rclk=1,-6.727693,107.0794044
KUDSTREETGANK,Umum,Lainnya,Ciawi,Kabupaten Bogor,,,https://www.google.com/maps/place/KUDSTREETGANK/data=!4m7!3m6!1s0x2e69c94d7ff9f28f:0xa148f512532318af!8m2!3d-6.694512!4d106.8748709!16s%2Fg%2F11rg6kbczm!19sChIJj_L5f03JaS4RrxgjUxL1SKE?authuser=0&hl=id&rclk=1,-6.694512,106.8748709
Pringayu Leadership Camp,Umum,Lainnya,Ciawi,Kabupaten Bogor,4.5,46,https://www.google.com/maps/place/Pringayu+Leadership+Camp/data=!4m7!3m6!1s0x2e69c8ffb5339f93:0x82b89032c0bf7c59!8m2!3d-6.6658191!4d106.862101!16s%2Fg%2F11dz0nt740!19sChIJk58ztf_IaS4RWXy_wDKQuII?authuser=0&hl=id&rclk=1,-6.6658191,106.862101
PEMANCINGAN TIRTA GADOG,Umum,Lainnya,Ciawi,Kabupaten Bogor,4.6,70,https://www.google.com/maps/place/PEMANCINGAN+TIRTA+GADOG/data=!4m7!3m6!1s0x2e69c9edcfe1de3b:0x7ba12521842bf069!8m2!3d-6.6486431!4d106.8629136!16s%2Fg%2F11q4k1kzb9!19sChIJO97hz-3JaS4RafArhCEloXs?authuser=0&hl=id&rclk=1,-6.6486431,106.8629136
TAZORA SWIMMING POOL,Rekreasi,Wisata Rekreasi,Ciawi,Kabupaten Bogor,4.1,250,https://www.google.com/maps/place/TAZORA+SWIMMING+POOL/data=!4m7!3m6!1s0x2e69c905ed44eff3:0x883a1824dcc9cc49!8m2!3d-6.6771426!4d106.8576206!16s%2Fg%2F11cn2mbqzb!19sChIJ8-9E7QXJaS4RSczJ3CQYOog?authuser=0&hl=id&rclk=1,-6.6771426,106.8576206
